file,line,literal,class,sentence,notes
docs/ARCHITECTURE_UPLIFT.md,13,0.3833,HISTORICAL,">    p@10 0.239, p@20 0.153); perfect seeding is now **AP 0.0889, p@10 0.3833,",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,14,0.2639,HISTORICAL,">    p@20 0.2639** (was AP 0.2678, p@10 0.467, p@20 0.475). The table below is",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,14,0.2678,HISTORICAL,">    p@20 0.2639** (was AP 0.2678, p@10 0.467, p@20 0.475). The table below is",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,14,0.467,HISTORICAL,">    p@20 0.2639** (was AP 0.2678, p@10 0.467, p@20 0.475). The table below is",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,14,0.475,HISTORICAL,">    p@20 0.2639** (was AP 0.2678, p@10 0.467, p@20 0.475). The table below is",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,16,0.239,HISTORICAL,">    §0 prose around it, and every downstream sentence that reasons from 0.239",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,17,0.467,HISTORICAL,">    or 0.467, still quotes the old pool and has **not** been rewritten.",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,18,2.8×,HISTORICAL,"> 2. **""The oracle says the existing ~50 features hold ~2.8× more signal""**",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,25,5.56×,HISTORICAL,">    `oracle_over_blend`: **5.56× at k=10, 3.86× at k=20, 2.82× at k=50**.",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,25,3.86×,HISTORICAL,">    `oracle_over_blend`: **5.56× at k=10, 3.86× at k=20, 2.82× at k=50**.",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,25,2.82×,HISTORICAL,">    `oracle_over_blend`: **5.56× at k=10, 3.86× at k=20, 2.82× at k=50**.",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,69,63%,CURRENT,| rings seeded / built / ranked-top-50 (of 230 seeded) | 230 / 162 (63%) / 49 (19%) |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,69,19%,CURRENT,| rings seeded / built / ranked-top-50 (of 230 seeded) | 230 / 162 (63%) / 49 (19%) |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,70,20.1%,CURRENT,| ring recall | 20.1% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,71,0.097,CURRENT,"| p@10 / p@20 / p@50 (score, post-prune) | 0.097 / 0.079 / 0.043 |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,71,0.079,CURRENT,"| p@10 / p@20 / p@50 (score, post-prune) | 0.097 / 0.079 / 0.043 |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,71,0.043,CURRENT,"| p@10 / p@20 / p@50 (score, post-prune) | 0.097 / 0.079 / 0.043 |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,72,0.088,CURRENT,"| p@10 / p@20 / p@50 (size baseline, post-prune) | 0.088 / 0.074 / 0.049 |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,72,0.074,CURRENT,"| p@10 / p@20 / p@50 (size baseline, post-prune) | 0.088 / 0.074 / 0.049 |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,72,0.049,CURRENT,"| p@10 / p@20 / p@50 (size baseline, post-prune) | 0.088 / 0.074 / 0.049 |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,73,0.009,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.027,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.041,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.006,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.021,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.031,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.007,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.019,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.005,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.009,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.016,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,73,0.002,HISTORICAL,"| paired (score − size), post-prune | k=10 +0.009 [−0.027,+0.041]; k=20 +0.006 [−0.021,+0.031]; k=50 −0.007 [−0.019,+0.005]; k=100 −0.009 [−0.016,−0.002] |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,75,0.2285,HISTORICAL,"| oracle (LightGBM, true labels, same features), real seeding | AP 0.2285, p@10 0.2778, p@20 0.1500 *(was AP 0.1875, p@10 0.239, p@20 0.153 — that row predates the current post-prune run of `scripts/eval_oracle.py`)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,75,0.2778,HISTORICAL,"| oracle (LightGBM, true labels, same features), real seeding | AP 0.2285, p@10 0.2778, p@20 0.1500 *(was AP 0.1875, p@10 0.239, p@20 0.153 — that row predates the current post-prune run of `scripts/eval_oracle.py`)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,75,0.1500,HISTORICAL,"| oracle (LightGBM, true labels, same features), real seeding | AP 0.2285, p@10 0.2778, p@20 0.1500 *(was AP 0.1875, p@10 0.239, p@20 0.153 — that row predates the current post-prune run of `scripts/eval_oracle.py`)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,75,0.1875,HISTORICAL,"| oracle (LightGBM, true labels, same features), real seeding | AP 0.2285, p@10 0.2778, p@20 0.1500 *(was AP 0.1875, p@10 0.239, p@20 0.153 — that row predates the current post-prune run of `scripts/eval_oracle.py`)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,75,0.239,HISTORICAL,"| oracle (LightGBM, true labels, same features), real seeding | AP 0.2285, p@10 0.2778, p@20 0.1500 *(was AP 0.1875, p@10 0.239, p@20 0.153 — that row predates the current post-prune run of `scripts/eval_oracle.py`)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,75,0.153,HISTORICAL,"| oracle (LightGBM, true labels, same features), real seeding | AP 0.2285, p@10 0.2778, p@20 0.1500 *(was AP 0.1875, p@10 0.239, p@20 0.153 — that row predates the current post-prune run of `scripts/eval_oracle.py`)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,76,0.0889,HISTORICAL,"| oracle, perfect seeding (run 2, seed-cheat diagnostic) | AP 0.0889, p@10 0.3833, p@20 0.2639 *(was AP 0.2678, p@10 0.467, p@20 0.475 — same reason)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,76,0.3833,HISTORICAL,"| oracle, perfect seeding (run 2, seed-cheat diagnostic) | AP 0.0889, p@10 0.3833, p@20 0.2639 *(was AP 0.2678, p@10 0.467, p@20 0.475 — same reason)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,76,0.2639,HISTORICAL,"| oracle, perfect seeding (run 2, seed-cheat diagnostic) | AP 0.0889, p@10 0.3833, p@20 0.2639 *(was AP 0.2678, p@10 0.467, p@20 0.475 — same reason)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,76,0.2678,HISTORICAL,"| oracle, perfect seeding (run 2, seed-cheat diagnostic) | AP 0.0889, p@10 0.3833, p@20 0.2639 *(was AP 0.2678, p@10 0.467, p@20 0.475 — same reason)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,76,0.467,HISTORICAL,"| oracle, perfect seeding (run 2, seed-cheat diagnostic) | AP 0.0889, p@10 0.3833, p@20 0.2639 *(was AP 0.2678, p@10 0.467, p@20 0.475 — same reason)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,76,0.475,HISTORICAL,"| oracle, perfect seeding (run 2, seed-cheat diagnostic) | AP 0.0889, p@10 0.3833, p@20 0.2639 *(was AP 0.2678, p@10 0.467, p@20 0.475 — same reason)* |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,78,0.0113,HISTORICAL,| threshold-free transaction level | AP 0.0113 vs 0.0067 base = 1.7× |,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,78,0.0067,HISTORICAL,| threshold-free transaction level | AP 0.0113 vs 0.0067 base = 1.7× |,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,78,1.7×,HISTORICAL,| threshold-free transaction level | AP 0.0113 vs 0.0067 base = 1.7× |,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,79,73.3%,CURRENT,| structural recall ceiling | 73.3% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,83,0.239,CURRENT,1. **The scorer is the bottleneck.** The oracle gets p@10 0.239 on the *same*,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,84,0.085,CURRENT,"features the hand-set blend gets 0.085 on. After pruning, the blend's margin",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,94,2.8×,HISTORICAL,to 8.2 nodes and changed which rings are reachable. The 2.8× gap is a claim,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,109,0.239,HISTORICAL,- The oracle's p@10 = 0.239 is computed over **held-out test cycles only**,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,110,0.097,HISTORICAL,"(`ring_time_split`, ~17 cycles). The blend's 0.097 is over **all 34 cycles**.",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,111,2.8×,CURRENT,"These are not the same denominator. The ""2.8×"" is quotable only after the",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,200,50%,CURRENT,"near-constants (`gather_scatter` fires on 50% of candidates, `cross_border` on",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,201,61%,CURRENT,61%): an LF that almost never abstains and almost always votes the same way,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,259,0.1875,HISTORICAL,the oracle twice. The delta is a *measurement* of how much of the 0.1875 AP,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,465,10%,CURRENT,"- up to 10% lift in payment success rates (routing, not fraud)",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,489,10%,HISTORICAL,"| **Feature store** | offline/online parity, point-in-time correctness | **Already have the valuable 10%.** `Case` snapshots features at alert time and `reranker.fit` reads them rather than recomputing — that is train/serve consistency and point-in-time correctness, which is the entire reason featur",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,490,98%,HISTORICAL,| **GPU graph analytics (RAPIDS cuGraph)** | GPU PageRank/Louvain/BFS at billion-edge scale ([docs](https://docs.rapids.ai/api/cugraph/stable/)) | **Not worth doing. Skip it.** The hot path operates on **7.7-node subgraphs** [measured today] — kernel-launch overhead alone would dominate. cuGraph's p,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,490,2.5×,HISTORICAL,| **GPU graph analytics (RAPIDS cuGraph)** | GPU PageRank/Louvain/BFS at billion-edge scale ([docs](https://docs.rapids.ai/api/cugraph/stable/)) | **Not worth doing. Skip it.** The hot path operates on **7.7-node subgraphs** [measured today] — kernel-launch overhead alone would dominate. cuGraph's p,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,491,2.8×,HISTORICAL,"| **~3,000 signals/transaction** | massive feature breadth | **Do not chase feature count.** The oracle says the existing ~50 features hold ~2.8× more signal than the blend extracts. Adding 2,950 features to a system not using the 50 it has is cargo cult. |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,596,99%,CURRENT,transparent blend with an opaque model. It also explains the industry's 95–99%,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,621,2.9%,CURRENT,"nothing post-prune. `suppressed: 1,651` (2.9%). **This kills the obvious",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,633,57.7%,CURRENT,| `features.build` | **57.7%** (50.4% self) |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,633,50.4%,CURRENT,| `features.build` | **57.7%** (50.4% self) |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,634,15.4%,CURRENT,| `merge.suppress` | 15.4% (21.5M `jaccard` calls) |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,635,11.4%,CURRENT,| `prune` | 11.4% (mostly `subgraph_edges`) |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,636,8.2%,CURRENT,| `motifs.detect` | 8.2% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,637,1.3%,CURRENT,| `expand_traced` | 1.3% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,646,76%,CURRENT,| **boundary-flow loop** | **2.820** | **76%** |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,647,0.815,CURRENT,| everything else in build | 0.815 | 22% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,647,22%,CURRENT,| everything else in build | 0.815 | 22% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,648,0.015,CURRENT,| registry block | 0.015 | 0.4% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,648,0.4%,CURRENT,| registry block | 0.015 | 0.4% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,649,0.031,CURRENT,| account-stats block | 0.031 | 0.8% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,649,0.8%,CURRENT,| account-stats block | 0.031 | 0.8% |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,650,0.294,CURRENT,"| (`subgraph_edges`, for reference) | 0.294 | — |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,651,0.174,CURRENT,"| (`motifs.detect`, for reference) | 0.174 | — |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,653,44%,CURRENT,**One nested loop is ~44% of total cycle time.** `features.build` lines 160–166,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,659,8%,HISTORICAL,"enumeration is only 8% (not the bottleneck), and seed redundancy is negligible",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,666,1.5×,HISTORICAL,"| **1** | **Maintain per-node total in/out amount incrementally** in `add_batch`/`_expire` (O(1) per edge), then compute boundary flow as `Σ_members total_in(n) − Σ_internal_edges amount`. | **~1.5× overall** (removes ~44% of cycle) | **S** | **Exact.** inflow = Σ_{n∈C} Σ_{s∉C} amt(s→n) = Σ_{n∈C} to",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,666,44%,HISTORICAL,"| **1** | **Maintain per-node total in/out amount incrementally** in `add_batch`/`_expire` (O(1) per edge), then compute boundary flow as `Σ_members total_in(n) − Σ_internal_edges amount`. | **~1.5× overall** (removes ~44% of cycle) | **S** | **Exact.** inflow = Σ_{n∈C} Σ_{s∉C} amt(s→n) = Σ_{n∈C} to",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,667,1.2×,HISTORICAL,"| **2** | **Compute `subgraph_edges` once per candidate** and thread it through prune, motifs and features. | ~1.2× overall | **S** | Exact; pure plumbing. |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,668,1.15×,HISTORICAL,"| **3** | **Size-bound pre-rejection in `merge.suppress`.** Jaccard ≥ t implies min(\|A\|,\|B\|)/max(\|A\|,\|B\|) ≥ t. Compare sizes before intersecting. Also cap or bucket `by_node` lists for very high-degree nodes. | ~1.1–1.15× overall (2–4× on suppress) | **S** | Exact — the size bound is a neces",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,669,1.05×,HISTORICAL,"| **4** | **Hub-membership guard**: exclude nodes above a degree threshold from candidate *membership*, not just from traversal. | ~1.05×, and possibly a **quality** gain | **S** | **NOT exact — a detector change; must go through §1.5's full paired evaluation.** Motivation is quality: a degree-13,01",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,671,1.05×,HISTORICAL,| 6 | Drop networkx from the motif path for hand-rolled dict adjacency. | ~1.05× | M | Exact. **Only 8% of the budget — do this last if at all.** |,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,671,8%,HISTORICAL,| 6 | Drop networkx from the motif path for hand-rolled dict adjacency. | ~1.05× | M | Exact. **Only 8% of the budget — do this last if at all.** |,context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,672,1.5×,HISTORICAL,"| 7 | Two-stage scoring: cheap pre-score on all, exact motifs on top-N. | 1.3–1.5× | M | **Not exact.** Gate on measuring ""recall of the expensive stage's top-50 by the cheap stage's top-N ≥ 0.99"" before adopting. Risk of cascade bias. |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,678,40%,CURRENT,metric — and together they should take the cycle to roughly **40% of current,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,679,2.5×,CURRENT,"time (~2.5×)**, turning the 40-minute paired A/B into ~8 minutes with change 5",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,817,100%,CURRENT,verifiable against case data. Target 100%; report the actual.,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,842,1.5×,HISTORICAL,"| **0.1** | **Re-run the oracle post-prune.** | The whole centrepiece rests on a number measured on a candidate pool that no longer exists. **I expect oracle p@10 to fall somewhat (smaller, tighter pool) but the oracle/blend ratio to stay ≥ 2×. If the ratio collapses below ~1.5×, §1 is wrong and sho",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,846,1.32×,CURRENT,"> post-fix, one provenance) gives **1.32× / 1.42× / 1.31×** at k=10/20/50 —",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,846,1.42×,CURRENT,"> post-fix, one provenance) gives **1.32× / 1.42× / 1.31×** at k=10/20/50 —",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,846,1.31×,CURRENT,"> post-fix, one provenance) gives **1.32× / 1.42× / 1.31×** at k=10/20/50 —",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,847,0.2500,DERIVED,> supervised 0.2500 / 0.1417 / 0.0611 against the blend's 0.1889 / 0.1000 /,line asserts a relationship between two numbers
docs/ARCHITECTURE_UPLIFT.md,847,0.1417,DERIVED,> supervised 0.2500 / 0.1417 / 0.0611 against the blend's 0.1889 / 0.1000 /,line asserts a relationship between two numbers
docs/ARCHITECTURE_UPLIFT.md,847,0.0611,DERIVED,> supervised 0.2500 / 0.1417 / 0.0611 against the blend's 0.1889 / 0.1000 /,line asserts a relationship between two numbers
docs/ARCHITECTURE_UPLIFT.md,847,0.1889,DERIVED,> supervised 0.2500 / 0.1417 / 0.0611 against the blend's 0.1889 / 0.1000 /,line asserts a relationship between two numbers
docs/ARCHITECTURE_UPLIFT.md,847,0.1000,DERIVED,> supervised 0.2500 / 0.1417 / 0.0611 against the blend's 0.1889 / 0.1000 /,line asserts a relationship between two numbers
docs/ARCHITECTURE_UPLIFT.md,848,0.0467,CURRENT,"> 0.0467. That is **well below the ~1.5× kill line, against a pre-registration",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,848,1.5×,CURRENT,"> 0.0467. That is **well below the ~1.5× kill line, against a pre-registration",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,853,1.47×,HISTORICAL,"> (An earlier note here read 1.47× / 1.50× / 1.48×, from `data/eval_ranker.json`.",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,853,1.50×,HISTORICAL,"> (An earlier note here read 1.47× / 1.50× / 1.48×, from `data/eval_ranker.json`.",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,853,1.48×,HISTORICAL,"> (An earlier note here read 1.47× / 1.50× / 1.48×, from `data/eval_ranker.json`.",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,856,1.5×,HISTORICAL,> it. Both provenances are below 1.5×; the clean one is the headline.),context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,865,1.18×,CURRENT,"> - The **perfect-seeding arm gives 1.18× / 1.13× / 1.22×**, with the k=20",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,865,1.13×,CURRENT,"> - The **perfect-seeding arm gives 1.18× / 1.13× / 1.22×**, with the k=20",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,865,1.22×,CURRENT,"> - The **perfect-seeding arm gives 1.18× / 1.13× / 1.22×**, with the k=20",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,867,2.2×,CURRENT,>   *seeding* instead of the weights. The same blend gains ~2.2× at k=10 from,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,868,0.1889,HISTORICAL,">   the seed cheat alone (0.1889 -> 0.4111), against 1.32× from replacing the",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,868,0.4111,HISTORICAL,">   the seed cheat alone (0.1889 -> 0.4111), against 1.32× from replacing the",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,868,1.32×,HISTORICAL,">   the seed cheat alone (0.1889 -> 0.4111), against 1.32× from replacing the",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,878,0.097,HISTORICAL,"| **0.2** | Evaluate the v1 blend restricted to the oracle's held-out cycles. | Small change to 0.097; makes the ""2.8×"" apples-to-apples. Also delete the stale `interpretation` field in `eval_oracle.json`. |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,878,2.8×,HISTORICAL,"| **0.2** | Evaluate the v1 blend restricted to the oracle's held-out cycles. | Small change to 0.097; makes the ""2.8×"" apples-to-apples. Also delete the stale `interpretation` field in `eval_oracle.json`. |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,879,40%,HISTORICAL,"| **0.3** | Efficiency items **1, 2, 3, 5** (§5.2 — all exact). | **Cycle time to ~40% of current; every metric byte-identical.** Assert identical candidate sets on a fixture — if any metric moves, one of the four is not exact and must be reverted. |",context carries a past-tense / correction / superseded marker
docs/ARCHITECTURE_UPLIFT.md,931,2.8×,CURRENT,"possible that most of the 2.8× gap is size exploitation plus label access, and",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,976,0.2778,CURRENT,"| pointwise (LGBMClassifier, all features) | **0.2778** | 0.1500 | 0.0689 |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,976,0.1500,CURRENT,"| pointwise (LGBMClassifier, all features) | **0.2778** | 0.1500 | 0.0689 |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,976,0.0689,CURRENT,"| pointwise (LGBMClassifier, all features) | **0.2778** | 0.1500 | 0.0689 |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,977,0.2611,CURRENT,"| lambdamart (LGBMRanker, group = cycle) | 0.2611 | **0.1611** | **0.0811** |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,977,0.1611,CURRENT,"| lambdamart (LGBMRanker, group = cycle) | 0.2611 | **0.1611** | **0.0811** |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,977,0.0811,CURRENT,"| lambdamart (LGBMRanker, group = cycle) | 0.2611 | **0.1611** | **0.0811** |",first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,978,0.1556,CURRENT,| pointwise_intensive (size-blind) | 0.1556 | 0.0944 | 0.0456 |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,978,0.0944,CURRENT,| pointwise_intensive (size-blind) | 0.1556 | 0.0944 | 0.0456 |,first-pass default: reads as a present-tense assertion
docs/ARCHITECTURE_UPLIFT.md,978,0.0456,CURRENT,| pointwise_intensive (size-blind) | 0.1556 | 0.0944 | 0.0456 |,first-pass default: reads as a present-tense assertion
